nom,SIREN,type,code_departement,code_departement_3digits,code_region,population
CC du Pays de Bitche,200069441,CC,57,057,44,35169
CC de Puisaye-Forterre,200067130,CC,"58,89","58,89",27,35372
CC du Grand Cubzaguais,243301223,CC,33,033,75,35395
CC Cœur de Garonne,200068815,CC,31,031,76,35415
CC du Provinois,200037133,CC,77,077,11,35596
CC du Pays de Pontchâteau Saint-Gildas-des-Bois,200000438,CC,44,044,52,35873
CC Anjou Bleu Communauté,244900809,CC,49,049,52,35907
CA ECLA  (Espace Communautaire Lons Agglomération),200071116,CA,39,039,27,35945
CC Bretagne Romantique,243500733,CC,35,035,53,35981
CA de Bar-le-Duc - Sud Meuse,200033025,CA,55,055,44,36005
CC des Monts du Lyonnais,200066587,CC,"42,69","42,69",84,36139
CC Baugeois Vallée,244900882,CC,49,049,52,36184
CC Pays de Fontenay-Vendée,200071934,CC,85,085,52,36240
CC du Pays de Saverne,200068112,CC,67,067,44,36471
CC de Charente Limousine,200072049,CC,16,016,75,36486
CC du Thouarsais,247900798,CC,79,079,75,36634
CC des Vallées du Haut-Anjou,200071868,CC,49,049,52,36912
CC du Val d'Ille-Aubigné,243500667,CC,35,035,53,36976
CC du Pays Rhénan,200041325,CC,67,067,44,37038
CC de Sélestat,246700967,CC,67,067,44,37241
CC des Hautes-Vosges,200071157,CC,88,088,44,37323
CC Cœur de Savoie,200041010,CC,73,073,84,37622
CC du Grand Autunois Morvan,200070530,CC,71,071,27,37622
CC Mayenne Communauté,200055887,CC,53,053,52,37961
CC du Clermontois,246000376,CC,60,060,32,38221
CC Thiers Dore et Montagne,200070712,CC,63,063,84,38276
CC des Villes Sœurs,247600588,CC,"76,80","76,80","28,32",38308
CC de Thann-Cernay,200036465,CC,68,068,44,38383
CC du Pays Bigouden Sud,242900702,CC,29,029,53,38516
CC du Haut Val d'Oise,249500489,CC,95,095,11,38540
CC du Pays de l'Arbresle (CCPA),246900625,CC,69,069,84,38566
CC de Parthenay-Gâtine,200041333,CC,79,079,75,38623
CC Terroir de Caux,200068534,CC,76,076,28,38681
CC des Sablons,246000582,CC,60,060,32,38924
CC de la Région de Guebwiller,246800569,CC,68,068,44,39005
CC du Ternois,200069672,CC,"62,80","62,80",32,39091
CC Dombes Saône Vallée,200042497,CC,01,001,84,39190
CC du Sud Gironde,200043974,CC,33,033,75,39214
CC de la Vallée de l'Oise et des Trois Forêts,249500455,CC,95,095,11,39242
CC Estuaire et Sillon,200072734,CC,44,044,52,39291
CC Vallée de l'Hérault,243400694,CC,34,034,76,39392
CC Somme Sud-Ouest,200071181,CC,80,080,32,39431
CC de la Dombes,200069193,CC,01,001,84,39490
CC Brie des Rivières et Châteaux,200070779,CC,77,077,11,39677
CC de Grand Lieu,244400438,CC,44,044,52,39682
CA Fécamp Caux Littoral Agglomération,200069821,CA,76,076,28,39767
CC Moret Seine et Loing,247700032,CC,77,077,11,39857
CC de l'Oust à Brocéliande,200066785,CC,56,056,53,39989
CC Flandre Lys,245900758,CC,"59,62","59,62",32,40004
CC Touraine-Est Vallées,200073161,CC,37,037,24,40032
CC Interco Normandie Sud Eure,200066462,CC,"27,28","27,28","24,28",40223
CC des Terres du Lauragais,200071298,CC,31,031,76,40303
CA Grand Auch Cœur de Gascogne,200066926,CA,32,032,76,40395
CC Vienne et Gartempe,200070043,CC,86,086,75,40554
CC des Portes d'Ariège Pyrénées,200066231,CC,09,009,76,40613
CC du Bassin de Pont-à-Mousson,200041515,CC,54,054,44,40778
CC Vierzon-Sologne-Berry,200090561,CC,18,018,24,40799
CC de la Région de Molsheim-Mutzig,246701064,CC,67,067,44,40823
CC du Bassin de Pompey,245400601,CC,54,054,44,41049
CC Mond'Arverne Communauté,200069177,CC,63,063,84,41055
CC Roumois Seine,200066405,CC,"27,76","27,76",28,41206
CC de l'Est Lyonnais (CCEL),246900575,CC,69,069,84,41239
CC du Bassin d'Aubenas,200073245,CC,07,007,84,41258
CC de la Save au Touch,243100781,CC,31,031,76,41524
CC du Grand Châteaudun,200069961,CC,28,028,24,41841
CC Le Grand Charolais,200071884,CC,"03,71","03,71","27,84",41847
CC du Pays des Abers,242900553,CC,29,029,53,41857
CC Pays d'Évian Vallée d'Abondance,200071967,CC,74,074,84,41883
CC Terres des Confluences,200066322,CC,82,082,76,42200
CC du Haut-Poitou,200069763,CC,86,086,75,42294
CC du Territoire de Lunéville à Baccarat,200070324,CC,54,054,44,42349
CC Grand Sud Tarn et Garonne,200066652,CC,82,082,76,42377
CC Osartis Marquion,200044048,CC,62,062,32,42685
CA du Grand Cahors,200023737,CA,46,046,76,42949
CC des Loges,244500427,CC,45,045,24,43013
CC Drôme Sud Provence,200042901,CC,26,026,84,43483
CC Pays de Montereau,247700107,CC,77,077,11,43599
CC Ploërmel Communauté,200066777,CC,56,056,53,43624
CC Cœur du Var,248300550,CC,83,083,93,43796
CC Centre Morbihan Communauté,200067221,CC,56,056,53,43879
CA du Pays de Laon,200043495,CA,02,002,32,43942
CC de Montesquieu,243301264,CC,33,033,75,44350
CC Méditerranée Porte des Maures,200027100,CC,83,083,93,44397
CC Vallons de Haute-Bretagne Communauté,200043990,CC,35,035,53,44574
CC de Vie et Boulogne,200072882,CC,85,085,52,44582
CA Privas Centre Ardèche,200071413,CA,07,007,84,44708
CC Grand-Figeac,200067361,CC,"12,46","12,46",76,45101
CA du Pays de l'Or,243400470,CA,34,034,76,45153
CC Saône-Beaujolais,200067817,CC,69,069,84,45163
CC Saint-Marcellin Vercors Isère Communauté,200070431,CC,38,038,84,45420
CC Cœur et Coteaux du Comminges,200072643,CC,31,031,76,45436
CC Terres Touloises,200070563,CC,54,054,44,45492
CC du Pays Réuni d'Orange,248400236,CC,84,084,93,45602
CC Pays du Mont-Blanc,200034882,CC,74,074,84,45614
"CC de Granville,Terre et Mer",200042604,CC,50,050,28,45799
CC Châteaubriant-Derval,200072726,CC,44,044,52,45927
CC du Genevois,247400690,CC,74,074,84,46165
CC de l'Aire Cantilienne,246000764,CC,60,060,32,46243
CA Tulle Agglo,241927201,CA,19,019,75,46264
CC Sarrebourg Moselle Sud,200068146,CC,57,057,44,46404
CC Les Portes Briardes entre Villes et Forêts,200023125,CC,77,077,11,46670
CA de Chaumont,200068658,CA,52,052,44,46737
CC Causses et Vallée de la Dordogne,200066371,CC,46,046,76,46857
CC Cluses-Arve et Montagnes,200033116,CC,74,074,84,46892
CC Pontivy Communauté,245614433,CC,"22,56","22,56",53,47862
CC Challans-Gois Communauté,200071629,CC,85,085,52,47897
CA de la Région Dieppoise,247600786,CA,76,076,28,47954
CC Sèvre et Loire,200067866,CC,44,044,52,48191
CC Porte de Drômardèche,200040491,CC,"07,26","07,26",84,48473
CC du Canton d'Erstein,200067924,CC,67,067,44,48569
CC Sundgau,200066041,CC,68,068,44,48638
CC Val-de-Cher-Controis,200072064,CC,41,041,24,48826
CC Intercom de la Vire au Noireau,200068799,CC,14,014,28,49000
"CA Épernay,Coteaux et Plaine de Champagne",200067684,CA,51,051,44,49042
CA du Grand Villeneuvois,200023307,CA,47,047,75,49140
CC Mellois-en-Poitou,200069755,CC,79,079,75,49194
CA Provence-Alpes-Agglomération,200067437,CA,04,004,93,49212
CC du Grand Pic Saint-Loup,200022986,CC,34,034,76,49251
CC du Pays d'Iroise,242900074,CC,29,029,53,49278
CC du Pays de Mormal,200043321,CC,59,059,32,49292
CC des Portes Euréliennes d'Île-de-France,200069953,CC,28,028,24,49402
CC des Terres du Val de Loire,200070183,CC,"41,45","41,45",24,49476
"CC Terres-de-Montaigu,communauté de communes Montaigu-Rocheservière",200070233,CC,85,085,52,49626
CC du Pays de Landerneau-Daoulas,242900801,CC,29,029,53,49707
CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC,85,085,52,49789
CA Annonay Rhône Agglo,200072015,CA,07,007,84,49887
CC des Sorgues du Comtat,248400293,CC,84,084,93,50051
CA de la Baie de Somme,200070993,CA,80,080,32,50089
CC Coutances Mer et Bocage,200067023,CC,50,050,28,50238
CA Val d'Europe Agglomération,247700339,CA,77,077,11,50523
CC du Pays de Lunel,243400520,CC,34,034,76,50694
CC Cœur d'Yvelines,247800618,CC,78,078,11,50894
CC du Centre-Ouest,200059871,CC,976,976,06,51449
CA Concarneau Cornouaille Agglomération,242900769,CA,29,029,53,51607
CA de l'Ouest Rhodanien,200040566,CA,69,069,84,51849
CC Rives de Moselle,200039949,CC,57,057,44,52358
CA Gap-Tallard-Durance,200067825,CA,"04,05","04,05",93,52404
CC Loudéac Communauté - Bretagne Centre,200067460,CC,22,022,53,52865
CC Loches Sud Touraine,200071587,CC,37,037,24,53241
"CA Beaune,Côte et Sud - Communauté Beaune-Chagny-Nolay",200006682,CA,"21,71","21,71",27,53243
CA GrandSoissons Agglomération,240200477,CA,02,002,32,53375
CC Touraine Vallée de l'Indre,200072650,CC,37,037,24,53476
CC Beaujolais Pierres Dorées,200040574,CC,69,069,84,53519
CC des Vals de Saintonge Communauté,200041689,CC,17,017,75,53790
CC Orne Lorraine Confluences,200070845,CC,54,054,44,53948
CA Saint-Avold Synergie,200067502,CA,57,057,44,54293
CA Les Sables d'Olonne Agglomération,200071165,CA,85,085,52,54453
CC du Pays Orne Moselle,245701271,CC,57,057,44,54462
CC des Hauts de Flandre,200040954,CC,59,059,32,54536
CA Étampois Sud-Essonne,200017846,CA,91,091,11,54934
CC de Lacq-Orthez,200039204,CC,64,064,75,54966
CA du Bassin d'Aurillac,241500230,CA,15,015,84,55265
CA Mont-de-Marsan Agglomération,244000808,CA,40,040,75,55340
CA de la Région de Château-Thierry,200072031,CA,02,002,32,55563
CC Inter-Caux-Vexin,200070449,CC,76,076,28,55625
CA Flers Agglo,200035814,CA,61,061,28,55640
CC Bièvre Isère,200059392,CC,38,038,84,55733
CA Territoires Vendômois,200072072,CA,41,041,24,55954
CA du Grand Dole,200010650,CA,39,039,27,56126
CA Luberon Monts de Vaucluse,200040442,CA,84,084,93,56254
"CC des Albères,de la Côte Vermeille et de l'Illibéris",200043602,CC,66,066,76,56280
CA Clisson Sèvre et Maine Agglo,200067635,CA,44,044,52,56317
CC Sud Vendée Littoral,200073260,CC,85,085,52,56340
CA Chauny-Tergnier-La Fère,200071785,CA,02,002,32,56718
CC Intercom Bernay Terres de Normandie,200066413,CC,27,027,28,56743
CC du Pays de Valois,246000871,CC,60,060,32,56882
CA Fougères Agglomération,200072452,CA,35,035,53,57038
CA Quimperlé Communauté,242900694,CA,29,029,53,57064
CA du Grand Dax,244000675,CA,40,040,75,57307
CA Pays d'Issoire,200070407,CA,63,063,84,57414
CC Loire Layon Aubance,200071553,CC,49,049,52,57455
CU d'Alençon,246100663,CU,"61,72","61,72","28,52",57975
CC du Golfe de Saint-Tropez,200036077,CC,83,083,93,58299
CA du Nord Grande Terre,200044691,CA,971,971,01,58504
CA Rodez Agglomération,241200187,CA,12,012,76,58742
CA Arche Agglo,200073096,CA,"07,26","07,26",84,58995
CA de Saint-Dizier Der et Blaise,200068666,CA,"51,52","51,52",44,59192
CA du Grand Sénonais,248900334,CA,89,089,27,60122
CA de Bastia,242000354,CA,2B,02B,94,60314
CA du Grand Nord de Mayotte,200060465,CA,976,976,06,60372
CA Terre de Provence,200035087,CA,13,013,93,60400
CC du Val d'Essonne (CCVE),249100546,CC,91,091,11,60942
CC Thelloise,200067973,CC,60,060,32,61553
CA Val de Garonne Agglomération,200030674,CA,47,047,75,61997
CA Sud Sainte-Baume,248300394,CA,83,083,93,62225
CA Bergeracoise,200070647,CA,24,024,75,62236
CA de Saintes,200036473,CA,17,017,75,62310
CA Arlysère,200068997,CA,73,073,84,62413
CA de Longwy,245400262,CA,54,054,44,62535
CC d'Erdre et Gesvres,244400503,CC,44,044,52,63387
CA Pornic Agglo Pays de Retz,200067346,CA,44,044,52,63483
CA Montluçon Communauté,200071082,CA,03,003,84,63541
CA Durance-Lubéron-Verdon Agglomération,200034700,CA,"04,83","04,83",93,63657
CA Montargoise et Rives du Loing (A.M.E.),244500203,CA,45,045,24,63903
CC Les Vals du Dauphiné,200068567,CC,38,038,84,64166
CA Rochefort Océan,200041762,CA,17,017,75,64937
CC de Forez-Est,200065894,CC,42,042,84,64957
CA Haut - Bugey Agglomération,200042935,CA,01,001,84,65133
CA La Riviera du Levant,200041507,CA,971,971,01,65518
CA du Caudrésis et du Catésis,200030633,CA,59,059,32,65662
CA Morlaix Communauté,242900835,CA,29,029,53,66169
CA Sarreguemines Confluences,200070746,CA,"57,67","57,67",44,66357
CA Montélimar Agglomération,200040459,CA,26,026,84,67181
CC Maremne Adour Côte Sud,244000865,CC,40,040,75,67305
CA de Nevers,245804406,CA,58,058,27,67531
CA Moulins Communauté,200071140,CA,"03,58","03,58","27,84",67591
CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS),243300563,CA,33,033,75,67627
CA du Bassin d'Arcachon Nord,243301504,CA,33,033,75,67739
CA des Deux Baies en Montreuillois,200069029,CA,62,062,32,67863
CC du Pays d'Ancenis,244400552,CC,"44,49","44,49",52,68371
CA Redon Agglomération,243500741,CA,"35,44,56","35,44,56","52,53",68497
CA Riom Limagne et Volcans,200070753,CA,63,063,84,68678
CC d'Entre Bièvre et Rhône,200085751,CC,38,038,84,68982
CA de Lamballe Terre et Mer,200069391,CA,22,022,53,69076
CA du Pays de Fontainebleau,200072346,CA,77,077,11,69800
CC de la Haute-Saintonge,200041523,CC,17,017,75,69876
CA de l'Auxerrois,200067114,CA,89,089,27,70182
CA du Val de Fensch,245701222,CA,57,057,44,70984
CA Ventoux-Comtat-Venaissin (COVE),248400053,CA,84,084,93,71098
CA du Grand Cognac,200070514,CA,16,016,75,71411
CC Cœur d'Ostrevent,245901152,CC,59,059,32,71834
CA de la Riviera Française,240600551,CA,06,006,93,73683
CA Villefranche Beaujolais Saône,200040590,CA,"01,69","01,69",84,74517
CA Gaillac-Graulhet,200066124,CA,81,081,76,75266
CA Châteauroux Métropole,243600327,CA,36,036,24,75722
CA du Bocage Bressuirais,200040244,CA,79,079,75,75745
CA du Gard Rhodanien,200034692,CA,30,030,76,75830
CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,CA,22,022,53,75957
CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,CA,"44,56","44,56","52,53",75975
CA Lisieux Normandie,200069532,CA,14,014,28,76323
CA Grand Lac,200068674,CA,73,073,84,76684
CA de Saint-Dié-des-Vosges,200071066,CA,"54,88","54,88",44,77021
CC Les Balcons du Dauphiné,200068542,CC,38,038,84,77839
CA de Forbach Porte de France,245700372,CA,57,057,44,78570
CA Caux Seine Agglo,200010700,CA,76,076,28,78837
CA Saint-Lô Agglo,200066389,CA,50,050,28,79000
CA du Nord Basse-Terre,249710062,CA,971,971,01,79257
CC de la Plaine de l'Ain,240100883,CC,01,001,84,79322
CA Mâconnais Beaujolais Agglomération,200070308,CA,"01,71","01,71","27,84",79557
CA Grand Montauban,248200099,CA,82,082,76,79850
CA du Sicoval,243100633,CA,31,031,76,80365
CA Grand Sud Caraïbe,249710070,CA,971,971,01,80380
CA Hérault-Méditerranée,243400819,CA,34,034,76,80593
CA de Castres Mazamet,248100430,CA,81,081,76,80608
CA Saint-Louis Agglomération,200066058,CA,68,068,44,80649
CA Rambouillet Territoires,200073344,CA,78,078,11,80698
CA Portes de France-Thionville,245701362,CA,57,057,44,81313
CA de Châlons-en-Champagne,200066876,CA,51,051,44,82115
CA du Saint-Quentinois,200071892,CA,02,002,32,82645
CA Vitré Communauté,200039022,CA,35,035,53,82731
CA de Cambrai,200068500,CA,59,059,32,83296
CA Vichy Communauté,200071363,CA,03,003,84,84014
CA Royan Atlantique,241700640,CA,17,017,75,84236
CA de la Région de Compiègne et de la Basse Automne,200067965,CA,60,060,32,84305
CA de l'Albigeois (C2A),248100737,CA,81,081,76,84551
CA Seine Normandie Agglomération,200072312,CA,27,027,28,84909
CA du Pays de Saint Malo Agglomération,243500782,CA,35,035,53,85143
CA du Puy-en-Velay,200073419,CA,43,043,84,85276
CA d'Arles-Crau-Camargue-Montagnette,241300417,CA,13,013,93,86016
CA Grand Châtellerault,248600413,CA,86,086,75,86286
CA Creil Sud Oise,200068047,CA,60,060,32,87573
CA du Pays Ajaccien,242010056,CA,2A,02A,94,88508
CC Auray Quiberon Terre Atlantique,200043123,CC,56,056,53,89007
CA Dembeni-Mamoudzou,200060457,CA,976,976,06,89090
CA Thonon Agglomération,200067551,CA,74,074,84,89504
CA Vienne Condrieu,200077014,CA,"38,69","38,69",84,91110
CA Mont-Saint-Michel-Normandie,200069425,CA,50,050,28,91158
CA Annemasse-les Voirons-Agglomération,200011773,CA,74,074,84,91328
CA du Libournais,200070092,CA,33,033,75,92757
CC de l'Ouest Guyanais,249730037,CC,973,973,03,92814
CA Coulommiers Pays de Brie,200090504,CA,77,077,11,92977
CA du Pays Voironnais,243800984,CA,38,038,84,95743
CU Le Creusot Montceau-les-Mines,247100290,CU,71,071,27,95944
CA du Pays de Gex,240100750,CA,01,001,84,97175
CC Pévèle-Carembault,200041960,CC,59,059,32,97320
CA de Haguenau,200067874,CA,67,067,44,97355
CA d'Agen,200035459,CA,47,047,75,99115
CA Dinan Agglomération,200068989,CA,22,022,53,99622
CA La Roche-sur-Yon Agglomération,248500589,CA,85,085,52,100256
CA de la Provence Verte,200068104,CA,83,083,93,100515
CA Cap Excellence,200018653,CA,971,971,01,101501
CA du Pays Nord Martinique,200041788,CA,972,972,02,101566
CA Saumur Val de Loire,200071876,CA,49,049,52,102165
CA Roannais Agglomération,200035731,CA,42,042,84,103079
CA Lannion-Trégor Communauté,200065928,CA,22,022,53,103412
CA du Pays de Grasse,200039857,CA,06,006,93,103591
CA Quimper Bretagne Occidentale,200068120,CA,29,029,53,103605
CC de Flandre Intérieure,200040947,CC,59,059,32,104258
CC Le Grésivaudan,200018166,CC,38,038,84,104451
CA du Beauvaisis,200067999,CA,60,060,32,105078
CA Seine-Eure,200089456,CA,27,027,28,105431
CA Bourges Plus,241800507,CA,18,018,24,105507
CA du Pays de Meaux,200072130,CA,77,077,11,105939
CA Grand Belfort,200069052,CA,90,090,27,105947
CA Grand Calais Terres et Mers,200090751,CA,62,062,32,106570
CA Le Grand Périgueux,200040392,CA,24,024,75,106954
CA du Choletais,200071678,CA,49,049,52,107003
CA Marne et Gondoire,247700594,CA,77,077,11,107098
CA du Pays de Saint-Omer,200069037,CA,62,062,32,108492
CA Porte de l'Isère (C.A.P.I),243800604,CA,38,038,84,108709
CA de Blois Agglopolys,200030385,CA,41,041,24,108871
CA Dracénie Provence Verdon Agglomération,248300493,CA,83,083,93,109489
CU d'Arras,200033579,CU,62,062,32,109759
CA du Bassin de Brive,200043172,CA,19,019,75,110483
CA Loire Forez Agglomération,200065886,CA,42,042,84,112384
CA Evreux Portes de Normandie,200071454,CA,27,027,28,113634
CA d'Épinal,200068757,CA,88,088,44,114466
CA Var Estérel Méditerranée (Cavem),200035319,CA,83,083,93,114617
CA du Boulonnais,246200729,CA,62,062,32,114899
CA Carcassonne Agglo,200035715,CA,11,011,76,115831
CA Colmar Agglomération,246800726,CA,68,068,44,115942
CA du Pays de Dreux,200040277,CA,"27,28","27,28","24,28",117199
CA Le Grand Chalon,247100589,CA,71,071,27,117693
CA Laval Agglomération,200083392,CA,53,053,52,117845
CA de l'Espace Sud de la Martinique,249720053,CA,972,972,02,117986
CA Le Muretain Agglo,200068641,CA,31,031,76,122458
CA Mauges Communauté,200060010,CA,49,049,52,123478
CA du Niortais,200041317,CA,79,079,75,124159
CA Ardenne Métropole,200041630,CA,08,008,44,125081
CA Sète Agglopôle Méditerranée,200066355,CA,34,034,76,125837
CA Tarbes-Lourdes-Pyrénées,200069300,CA,65,065,76,126574
CA d'Hénin-Carvin,246200299,CA,62,062,32,126796
CA de Béziers-Méditerranée,243400769,CA,34,034,76,126926
CA Maubeuge Val de Sambre,200043396,CA,59,059,32,127108
CA de la Région Nazairienne et de l'Estuaire (CARENE),244400644,CA,44,044,52,127226
CA Intercommunale de la Réunion Est (CIREST),249740093,CA,974,974,04,128237
CA du Sud,249740085,CA,974,974,04,130153
CA Le Grand Narbonne,241100593,CA,11,011,76,131523
CA Alès Agglomération,200066918,CA,30,030,76,131717
CA Melun Val de Seine,247700057,CA,77,077,11,132247
CA du Bassin de Bourg-en-Bresse,200071751,CA,01,001,84,136286
CA du Grand Chambéry,200069110,CA,73,073,84,138677
CA Chartres Métropole,200033181,CA,28,028,24,139920
CA du Centre Littoral,249730045,CA,973,973,03,140222
CA Pays de Montbéliard Agglomération,200065647,CA,25,025,27,142532
CA du Grand Angoulême,200071827,CA,16,016,75,145527
CA Douaisis Agglo,200044618,CA,59,059,32,151314
CA Saint-Brieuc Armor Agglomération,200069409,CA,22,022,53,156350
CA du Centre de la Martinique,249720061,CA,972,972,02,158159
CA de la Porte du Hainaut,200042190,CA,59,059,32,159969
CA Cannes Pays de Lérins,200039915,CA,06,006,93,160557
CA Pau Béarn Pyrénées,200067254,CA,64,064,75,166045
CA Golfe du Morbihan - Vannes Agglomération,200067932,CA,56,056,53,173172
CA de la Rochelle,241700434,CA,17,017,75,173839
CA Troyes Champagne Métropole,200069250,CA,10,010,44,175925
CA Val d'Yerres Val de Seine,200058477,CA,91,091,11,178759
CA de Sophia Antipolis,240600585,CA,06,006,93,179296
CA CIVIS (Communauté Intercommunale des VIlles Solidaires),249740077,CA,974,974,04,182463
CA Amiens Métropole,248000531,CA,80,080,32,184158
CA Plaine Vallée,200056380,CA,95,095,11,184515
CA du Cotentin,200067205,CA,50,050,28,184783
CA Valenciennes Métropole,245901160,CA,59,059,32,194284
CA du Grand Avignon (COGA),248400251,CA,"30,84","30,84","76,93",196849
CU du Grand Poitiers,200069854,CU,86,086,75,197627
CU Grand Besançon Métropole,242500361,CU,25,025,27,198250
CU de Dunkerque,245900428,CU,59,059,32,199771
CA Cœur d'Essonne Agglomération,200057859,CA,91,091,11,200953
CA Intercommunale du Nord de la Réunion (CINOR),249740119,CA,974,974,04,207247
CA du Grand Annecy,200066793,CA,74,074,84,207562
CA Lorient Agglomération,200042174,CA,56,056,53,208533
CA de Cergy-Pontoise,249500109,CA,"78,95","78,95",11,208845
CU Le Mans Métropole,247200132,CU,72,072,52,209563
CU Limoges Métropole,248719312,CU,87,087,75,211508
Brest Métropole,242900314,MET,29,029,53,214022
CA Territoire de la Côte Ouest (TCO),249740101,CA,974,974,04,214963
Metz Métropole,200039865,MET,57,057,44,225082
CA Valence Romans Agglo,200068781,CA,26,026,84,226750
CA Paris - Vallée de la Marne,200057958,CA,77,077,11,227733
CA de Saint-Quentin-en-Yvelines,200058782,CA,78,078,11,232336
CA de Lens - Liévin,246200364,CA,62,062,32,243968
Dijon Métropole,242100410,MET,21,021,27,258782
Métropole du Grand Nancy,245400676,MET,54,054,44,261055
CA de Nîmes Métropole,243000643,CA,30,030,76,262289
CU Perpignan Méditerranée Métropole,200027183,CU,66,066,76,271951
CA Versailles Grand Parc (C.A.V.G.P.),247800584,CA,"78,91","78,91",11,272006
CU Caen la Mer,200065597,CU,14,014,28,272100
CU Le Havre Seine Métropole,200084952,CU,76,076,28,272745
CA Mulhouse Alsace Agglomération,200066009,CA,68,068,44,277584
CA Val Parisis,200058485,CA,95,095,11,278160
"CA de Béthune-Bruay,Artois-Lys Romane",200072460,CA,62,062,32,280006
Orléans Métropole,244500468,MET,45,045,24,292177
Clermont Auvergne Métropole,246300701,MET,63,063,84,295898
Tours Métropole Val de Loire,243700754,MET,37,037,24,298907
CU du Grand Reims,200067213,CU,51,051,44,300057
CU Angers Loire Métropole,244900015,CU,49,049,52,303142
Grand Paris Sud Est Avenir,200058006,EPT,94,094,11,316295
CA du Pays Basque,200067106,CA,64,064,75,317702
CA Communauté Paris-Saclay,200056232,CA,91,091,11,320584
Grand Paris Seine Ouest,200057974,EPT,92,092,11,322928
CA Saint-Germain Boucles de Seine,200058519,CA,"78,95","78,95",11,340473
CA Roissy Pays de France,200055655,CA,"77,95","77,95",11,354065
CA Grand Paris Sud Seine Essonne Sénart,200059228,CA,"77,91","77,91",11,355650
Paris Terres d'Envol,200058097,EPT,93,093,11,366709
Grand Paris - Grand Est,200058790,EPT,93,093,11,399809
Vallée Sud Grand Paris,200057966,EPT,92,092,11,405491
Saint-Etienne Métropole,244200770,MET,42,042,84,409614
CU Grand Paris Seine et Oise,200059889,CU,78,078,11,419388
Est Ensemble,200057875,EPT,93,093,11,424430
Plaine Commune,200057867,EPT,93,093,11,439185
Métropole Toulon-Provence-Méditerranée,248300543,MET,83,083,93,440926
Boucle Nord de Seine,200057990,EPT,92,092,11,443394
Grenoble-Alpes-Métropole,200040715,MET,38,038,84,450626
Rennes Métropole,243500139,MET,35,035,53,456784
Montpellier Méditerranée Métropole,243400017,MET,34,034,76,478548
Métropole Rouen Normandie,200023414,MET,76,076,28,497180
Eurométropole de Strasbourg,246700488,MET,67,067,44,499357
Paris-Est-Marne et Bois,200057941,EPT,94,094,11,512873
Métropole Nice Côte d'Azur,200030195,MET,06,006,93,543556
Paris Ouest La Défense,200057982,EPT,92,092,11,564943
Nantes Métropole,244400404,MET,44,044,52,658356
Grand-Orly Seine Bièvre,200058014,EPT,94,094,11,708834
Toulouse Métropole,243100518,MET,31,031,76,780995
Bordeaux Métropole,243300316,MET,33,033,75,802350
Métropole Européenne de Lille,200093201,MET,59,059,32,1157126
Métropole Européenne de Lille,200093201,MET,59,059,32,1181692
Métropole de Lyon,200046977,MET,69,069,84,1402326
Métropole d'Aix-Marseille-Provence,200054807,MET,"13,83,84","13,83,84",93,1900023
Métropole du Grand Paris,200054781,MET,"75,91,92,93,94,95","75,91,92,93,94,95",11,7109664
